model_idx,loading_sbml_error,loading_jax_error,init_error,simu_error,model_name,species_names,genus_names,family_names,order_names,class_names,phylum_names,kingdom_names,superkingdom_names,n_species,n_parameters,n_compartments,n_reactions,n_raterules,n_assignmentrules,n_nodes,n_inputs_per_node,n_variables,n_constants,simu_time (T=10)
531,,,,"dot_general requires contracting dimensions to have the same shape, got (0,) and (1,).",Crespo2012 - Kinetics of Amyloid Fibril Formation,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],1,4,1,0,0,3,0,[],3,3,
532,,,,"dot_general requires contracting dimensions to have the same shape, got (0,) and (1,).",Vazquez2014 - Chemical inhibition from amyloid protein aggregation kinetics,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],4,13,1,0,0,4,0,[],4,14,
533,,,,,Steckmann2012 - Amyloid beta-protein fibrillogenesis (kinetics of secondary structure conversion),['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],11,7,1,0,9,2,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,8,0.690132856369019
534,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
535,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
536,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
537,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
538,,,,,Clarke2000 - One-hit model of cell death in neuronal degenerations,"['Homo sapiens', 'Mus musculus', 'Felis catus', 'Canis lupus', 'Rattus norvegicus']","['Homo', 'Mus', 'Felis', 'Canis', 'Rattus']","['Hominidae', 'Muridae', 'Felidae', 'Canidae', 'Muridae']","['Primates', 'Rodentia', 'Carnivora', 'Carnivora', 'Rodentia']","['Mammalia', 'Mammalia', 'Mammalia', 'Mammalia', 'Mammalia']","['Chordata', 'Chordata', 'Chordata', 'Chordata', 'Chordata']","['Metazoa', 'Metazoa', 'Metazoa', 'Metazoa', 'Metazoa']","['Eukaryota', 'Eukaryota', 'Eukaryota', 'Eukaryota', 'Eukaryota']",3,5,1,0,2,1,2,"[0, 0]",1,6,0.420511722564697
539,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
540,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
541,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
542,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
543,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
544,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
545,,,,,Ouyang2014 - photomorphogenic UV-B signalling network,['Arabidopsis thaliana'],['Arabidopsis'],['Brassicaceae'],['Brassicales'],['Magnoliopsida'],['Streptophyta'],['Viridiplantae'],['Eukaryota'],14,25,1,10,0,2,11,"[5, 4, 7, 3, 1, 2, 1, 3, 1, 1, 1]",2,27,0.763008117675781
546,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
547,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
548,,,,,Sneppen2009 - Modeling proteasome dynamics in Parkinson's disease,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],3,4,1,0,3,0,3,"[0, 0, 0]",0,5,0.463695764541626
549,,,,,Baker2013 - Cytokine Mediated Inflammation in Rheumatoid Arthritis - Age Dependent,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],2,8,1,0,2,1,2,"[0, 0]",1,8,0.458038330078125
550,,,,,Baker2013 - Cytokine Mediated Inflammation in Rheumatoid Arthritis,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],2,5,1,0,2,0,2,"[0, 0]",0,6,0.438888072967529
551,,,,,Das2010 - Effect of a gamma-secretase inhibitor on Amyloid-beta dynamics,['Macaca mulatta'],['Macaca'],['Cercopithecidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],2,17,2,0,3,2,3,"[0, 0, 0]",2,16,0.597307443618774
552,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
553,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
554,,,,,Cloutier2009 - Brain Energy Metabolism,"['Rattus norvegicus', 'Homo sapiens']","['Rattus', 'Homo']","['Muridae', 'Hominidae']","['Rodentia', 'Primates']","['Mammalia', 'Mammalia']","['Chordata', 'Chordata']","['Metazoa', 'Metazoa']","['Eukaryota', 'Eukaryota']",51,174,4,0,36,64,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",64,129,2.78329992294312
555,,,,"dot_general requires contracting dimensions to have the same shape, got (0,) and (1,).",Auer2010 - Correlation between lag time and aggregation rate in protein aggregation,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],1,8,1,0,0,4,0,[],4,6,
556,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
557,,,,,Reiterer2013 - pseudophosphatase STYX role in ERK signalling,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],25,50,2,22,0,6,19,"[3, 2, 5, 2, 3, 3, 4, 3, 4, 2, 2, 6, 2, 2, 2, 3, 1, 1, 1]",6,52,1.328289270401
558,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
559,,,,Neg values,Ouzounoglou2014 - Modeling of alpha-synuclein effects on neuronal homeostasis,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],90,14,3,136,0,3,90,"[2, 32, 3, 6, 29, 19, 3, 2, 8, 4, 2, 8, 29, 2, 2, 8, 2, 2, 8, 2, 4, 2, 8, 2, 2, 8, 2, 4, 2, 6, 2, 2, 3, 1, 5, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 6, 2, 6, 2, 2, 6, 2, 2, 6, 2, 2, 6, 2, 2, 6, 2, 2, 3, 2, 2, 1, 1, 2, 2, 2, 4, 4, 4, 4, 1, 1, 2, 1, 2, 1, 1, 2, 2]",3,23,
560,,,,,Hui2016 - Age-related changes in articular cartilage,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],65,113,4,117,0,0,65,"[6, 6, 6, 6, 3, 4, 10, 3, 6, 3, 8, 18, 6, 6, 4, 4, 4, 2, 2, 1, 3, 3, 5, 2, 2, 2, 3, 2, 2, 2, 2, 2, 4, 1, 1, 2, 3, 2, 1, 8, 5, 7, 4, 4, 4, 4, 6, 3, 4, 2, 4, 4, 2, 4, 2, 3, 3, 2, 2, 2, 2, 3, 5, 2, 3]",0,117,2.01081991195679
561,,,,"dot_general requires contracting dimensions to have the same shape, got (0,) and (1,).",Martins2013 - True and apparent inhibition of amyloid fribril formation,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],1,8,1,0,0,3,0,[],3,7,
562,,,NaN values,,Chaouiya2013 - EGF and TNFalpha mediated signalling pathway,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],0,0,1,0,0,0,0,[],0,1,
563,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
564,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
565,,,,NaN values,Machado2014 - Curcumin production pathway in Escherichia coli,['Escherichia coli'],['Escherichia'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],[],['Bacteria'],26,8,2,64,0,0,26,"[2, 7, 5, 7, 7, 3, 3, 3, 8, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 3, 4, 3, 3, 2, 2]",0,152,
566,,,,,Morris2008 - Fitting protein aggregation data via F-W 2-step mechanism,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],2,3,1,2,0,1,2,"[2, 2]",1,4,0.450834274291992
567,,,,,Morris2009 - α-Synuclein aggregation variable temperature and pH,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],2,4,1,2,0,2,2,"[2, 2]",2,4,0.758000135421753
568,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
569,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
570,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
571,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
572,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
573,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
574,,float division by zero,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
575,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
576,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
577,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
578,,New case: unkown Reaction variable: v_r33,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
579,,,,NaN values,Sengupta2015 - Knowledge base model of human energy pool network (HEPNet),['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],240,0,5,175,0,0,181,"[5, 2, 3, 3, 3, 2, 2, 4, 8, 2, 4, 2, 1, 2, 2, 2, 1, 3, 2, 2, 3, 7, 3, 5, 10, 10, 3, 4, 4, 4, 3, 4, 2, 2, 4, 1, 17, 3, 2, 3, 2, 6, 2, 3, 2, 12, 13, 5, 4, 1, 1, 1, 2, 2, 4, 15, 1, 2, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 2, 3, 2, 1, 19, 3, 2, 1, 1, 5, 3, 3, 2, 15, 4, 1, 1, 2, 3, 4, 2, 16, 2, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 5, 5, 1, 1, 1, 1, 2, 5, 3, 3, 3, 3, 2, 2, 1, 2, 2, 1, 1, 3, 3, 5, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",0,336,
580,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
581,,,,,DallePezze2012 - TSC-independent mTORC2 regulation,"['Mus musculus', 'Homo sapiens']","['Mus', 'Homo']","['Muridae', 'Hominidae']","['Rodentia', 'Primates']","['Mammalia', 'Mammalia']","['Chordata', 'Chordata']","['Metazoa', 'Metazoa']","['Eukaryota', 'Eukaryota']",28,0,2,32,0,0,27,"[3, 3, 2, 2, 2, 4, 3, 2, 3, 2, 5, 2, 3, 2, 1, 2, 1, 2, 2, 2, 5, 3, 2, 2, 2, 2, 2]",0,35,1.40820813179016
582,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
583,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
584,,,,,Mandlik2015 - Tristable genetic circuit of Leishmania,[],['Leishmania'],['Trypanosomatidae'],['Trypanosomatida'],['Kinetoplastea'],['Euglenozoa'],[],['Eukaryota'],35,34,1,14,0,14,9,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",14,47,0.832391023635864
585,,,,Neg values,Rateitschak2012 - Interferon-gamma (IFNγ) induced STAT1 signalling (PC_IFNg100),[],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],28,22,1,0,20,8,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,23,
586,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
587,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
588,,,,NaN values,Benson2013 - Identification of key drug targets in nerve growth factor pathway,[],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],76,222,2,157,0,0,76,"[0, 3, 3, 8, 7, 4, 4, 5, 5, 4, 4, 4, 4, 5, 5, 3, 3, 6, 7, 7, 5, 7, 5, 8, 9, 2, 3, 7, 3, 4, 1, 1, 5, 5, 4, 2, 4, 2, 2, 1, 1, 4, 4, 2, 8, 8, 7, 7, 7, 7, 11, 11, 5, 5, 7, 4, 4, 7, 4, 5, 5, 1, 4, 1, 2, 2, 2, 1, 1, 2, 1, 3, 2, 2, 1, 1]",0,244,
589,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
590,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
591,,,,NaN values,Boehm2014 - isoform-specific dimerization of pSTAT5A and pSTAT5B,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],8,7,2,9,0,0,8,"[6, 2, 6, 2, 2, 2, 2, 2]",0,9,
592,,,NaN values,,Martinez-Sanchez2015 - T CD4+ lymphocyte transcriptional regulatory network,[],[],[],[],[],['Chordata'],['Metazoa'],['Eukaryota'],0,0,1,0,0,0,0,[],0,1,
593,,,NaN values,,Martinez-Sanchez2015 - T CD4+ lymphocyte transcriptional-signaling regulatory network,[],[],[],[],[],['Chordata'],['Metazoa'],['Eukaryota'],0,0,1,0,0,0,0,[],0,1,
594,,,,,Capuani2015 - Binding of Cbl and Gbr2 to EGFR (Multisite Phosphorylation Model - MPM),['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],33,32,1,120,0,19,29,"[8, 4, 10, 14, 10, 6, 12, 6, 12, 8, 10, 8, 8, 8, 8, 12, 8, 10, 12, 10, 10, 10, 8, 8, 8, 8, 20, 28, 20]",19,18,2.52282166481018
595,,,,,Capuani2015 - Binding of Cbl and Grb2 to EGFR (Early Activation Model - EAM),['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],218,43,1,1490,0,25,212,"[10, 6, 11, 15, 12, 9, 14, 9, 14, 10, 12, 10, 10, 10, 10, 14, 11, 13, 14, 12, 13, 13, 11, 11, 11, 11, 10, 6, 11, 15, 12, 9, 14, 9, 14, 10, 12, 10, 10, 10, 10, 14, 11, 13, 14, 12, 13, 13, 11, 11, 11, 11, 15, 11, 16, 20, 17, 14, 19, 14, 19, 15, 17, 15, 15, 15, 15, 19, 16, 18, 19, 17, 18, 18, 16, 16, 16, 16, 15, 11, 16, 20, 17, 14, 19, 14, 19, 15, 17, 15, 15, 15, 15, 19, 16, 18, 19, 17, 18, 18, 16, 16, 16, 16, 13, 9, 14, 18, 15, 12, 17, 12, 17, 13, 15, 13, 13, 13, 13, 17, 14, 16, 17, 15, 16, 16, 14, 14, 14, 14, 14, 10, 16, 20, 16, 12, 18, 12, 18, 14, 16, 14, 14, 14, 14, 18, 14, 16, 18, 16, 16, 16, 14, 14, 14, 14, 12, 8, 13, 17, 14, 11, 16, 11, 16, 12, 14, 12, 12, 12, 12, 16, 13, 15, 16, 14, 15, 15, 13, 13, 13, 13, 15, 11, 17, 21, 17, 13, 19, 13, 19, 15, 17, 15, 15, 15, 15, 19, 15, 17, 19, 17, 17, 17, 15, 15, 15, 15, 146, 210, 146, 208]",25,25,37.1264791488647
596,,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
597,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
598,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
599,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
600,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
601,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
602,,,,NaN values,Stavrum2013 - Tryptophan Metabolism in Liver,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],56,42,1,42,0,0,56,"[9, 14, 17, 1, 5, 7, 4, 5, 4, 8, 2, 3, 2, 4, 2, 6, 3, 6, 3, 1, 7, 5, 1, 3, 3, 2, 4, 3, 6, 2, 2, 1, 1, 3, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 3, 1, 1, 1, 1, 2]",0,106,
603,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
604,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
605,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
606,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
607,,local variable 'match' referenced before assignment,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
608,,,,,Palsson2013 - Fully-integrated immune response model (FIRM),[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],52,278,1,140,0,111,52,"[36, 5, 3, 4, 11, 5, 3, 3000005, 3502, 2, 2, 2002, 3, 4, 2, 6, 2, 4, 4002, 2, 6, 2, 4, 4, 3, 5, 5, 11, 2, 3, 2, 6, 3, 7, 4, 2, 3, 2, 2, 4, 3, 2, 3, 3, 3, 7, 1, 2, 2, 4, 3, 6]",111,168,6.41393613815308
609,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
610,,local variable 'match' referenced before assignment,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
611,,,,Neg values,Nayak2015 - Blood Coagulation Network - Predicting the Effects of Various Therapies on Biomarkers,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],66,106,1,62,0,1,65,"[2, 4, 1, 7, 7, 10, 4, 6, 2, 3, 2, 2, 10, 2, 3, 2, 5, 5, 4, 3, 3, 1, 3, 3, 2, 3, 2, 2, 2, 7, 1, 1, 1, 1, 1, 0, 2, 7, 1, 2, 3, 2, 1, 1, 2, 4, 1, 2, 2, 3, 1, 3, 1, 2, 9, 1, 1, 2, 2, 1, 3, 2, 2, 2, 1]",1,107,
612,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
613,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
614,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
615,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
616,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
617,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
618,,,,NaN values,Krohn2011 - Cerebral amyloid-β proteostasis regulated by membrane transport protein ABCC1,[],[],[],[],[],[],[],[],52,14,1,0,50,8,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,9,
619,,,,,Sluka2016  - Acetaminophen PBPK,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],10,31,9,13,0,0,10,"[5, 3, 1, 2, 4, 2, 4, 1, 3, 1]",0,40,0.748534202575684
620,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
621,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
622,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
623,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
624,,,,,Sluka2016 - Acetaminophen metabolism,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],7,9,1,5,0,0,7,"[3, 2, 2, 1, 1, 1, 1]",0,10,0.540020942687988
625,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
626,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
627,,Varying compartment size is not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
628,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
629,,,,,Haffez2017 - RAR interaction with synthetic analogues,[],[],[],[],[],[],[],[],5,0,1,2,0,0,5,"[1, 1, 2, 1, 1]",0,5,0.471147537231445
630,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
631,,,,,DeCaluwe2016 - Circadian Clock,['Arabidopsis thaliana'],['Arabidopsis'],['Brassicaceae'],['Brassicales'],['Magnoliopsida'],['Streptophyta'],['Viridiplantae'],['Eukaryota'],12,47,1,33,0,0,12,"[4, 3, 4, 3, 2, 3, 2, 3, 2, 2, 3, 2]",0,48,1.63901519775391
632,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
633,,,,NaN values,Bulik2016 - Regulation of hepatic glucose metabolism,['Rattus norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],50,305,4,35,0,69,30,"[3, 3, 2, 2, 4, 5, 2, 3, 4, 2, 2, 3, 2, 2, 2, 2, 4, 13, 3, 2, 3, 2, 2, 2, 2, 2, 13, 7, 2, 2]",69,260,
634,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
635,,,,NaN values,Nair2015 - Interaction between neuromodulators via GPCRs - Effect on cAMP/PKA signaling (D1 Neuron),['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],80,160,1,113,0,7,77,"[2, 2, 3, 3, 3, 2, 2, 3, 2, 3, 3, 2, 8, 10, 7, 7, 8, 7, 10, 7, 7, 7, 7, 8, 7, 7, 7, 8, 8, 7, 7, 7, 23, 1, 2, 2, 6, 1, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 2, 4, 9, 2, 4, 2, 5, 1, 1, 2, 2, 6, 1, 5, 5, 4, 2, 2, 2, 2, 3, 2, 2, 2, 10, 2, 10, 2, 3]",7,159,
636,,,,NaN values,Nair2015 - Interaction between neuromodulators via GPCRs - Effect on cAMP/PKA signaling (D2 Neuron),['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],78,169,1,113,0,8,77,"[2, 2, 3, 3, 3, 2, 2, 3, 2, 3, 3, 2, 8, 10, 7, 7, 8, 7, 10, 7, 7, 7, 7, 8, 7, 7, 7, 8, 8, 7, 7, 7, 23, 1, 2, 2, 6, 1, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 2, 4, 3, 5, 5, 9, 2, 4, 2, 5, 1, 1, 2, 2, 6, 1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 10, 2, 10, 3]",8,165,
637,,,,,Bush2016 - Simplified Carrousel model of GPCR,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],12,52,1,22,0,33,12,"[4, 4, 4, 4, 5, 5, 5, 5, 4, 5, 5, 6]",33,20,1.43402457237244
638,,,,,Bush2016 - Extended Carrousel model of GPCR-RGS,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],21,61,2,48,0,36,21,"[5, 6, 6, 5, 7, 6, 7, 6, 6, 6, 6, 10, 6, 4, 6, 4, 5, 6, 5, 6, 8]",36,27,2.67520928382874
639,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
640,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
641,,,,,Jaiswal2017 - Cell cycle arrest,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],12,9,1,0,5,4,5,"[0, 0, 0, 0, 0]",4,13,0.675191879272461
642,,,,,Mufudza2012 - Estrogen effect on the dynamics of breast cancer,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],4,18,1,0,3,0,3,"[0, 0, 0]",0,20,0.592062711715698
643,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
644,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
645,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
646,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
647,,,,,Kwang2003 - The influence of RKIP on the ERK signaling pathway,[],[],[],[],[],[],[],[],11,11,1,11,0,0,11,"[3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3]",0,12,0.687405586242676
648,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
649,Model #649 does not exits!,LibSBML read error,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
650,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
651,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
652,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
653,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
654,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
655,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
656,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
657,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
658,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
659,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
660,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
661,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
662,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
663,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
664,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
665,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
